C:\Users\Harvey\Pictures\D&D\ | DED1TB5UJr9vCscuU48=  [@3@]
C:\Users\Harvey\Pictures\lm_09.jpg | DGarqw0EfR8l  [@3@]
C:\Users\Harvey\Pictures\lm_09.jpg | ffffffffff648f3a  [@1@]
C:\Users\Harvey\Documents\NetBeansProjects\Year2JavaProject\SSDtestFiles\testfile1 | ALkDuicdiOiQ  [@3@]
